SaleUnits,TargetUnits,AchSale ,LMSU,LMSV
40,49.0427,82,31,24373.75
7,8.685,81,8,8806
119.5,40.6967,294,111,30546.09
193.5,131.6032,147,234,99351.72
180.5,179.1159,101,171.5,87646.79
16,26.6303,60,29,27361.5
5126,4961.5839,103,5093,1072483.94
733.5,427.457,172,333.5,97705.52
972.5,426.6802,228,679,320318.29
330,77.9791,423,180.5,141918.15
11,13.6536,81,20.5,22565.41
1,34.5922,3,2,550.38
12,48.7419,25,17,7217.86
22,79.607,28,53,27086.18
0,4.0197,0,1,943.5
1736,4465.4255,39,1935,407472.3
465,544.8728,85,452,132422.44
101,133.1527,76,102,48118.5
14,26.8987,52,35,27518.75
18,7.1761,251,10,11007.5
67,77.095,87,19,5228.61
223,194.137,115,59,25050.22
143.6666,138.292,104,141.9999,72570.47
8,19.3081,41,14,13209
11470.9281,10066.0621,114,7121.3284,1499609.34
2119.9599,1836.4481,115,544.9881,159665.16
383.9987,337.5632,114,199.9984,94349.25
175.6655,150.0168,117,35.3326,27780.26
17,21.9341,78,21,23115.75
63,47.5496,132,11,3027.08
107.5,298.6723,36,60,25474.8
70.1668,110.2697,64,120.0002,61327.3
17,35.9732,47,61.5,58025.25
11721.6438,9546.5234,123,4391.3432,924729.04
1564.5802,1402.8423,112,534.5238,156599.43
300.0026,383.3345,78,213.5032,100720.18
112.169,147.1226,76,60.3348,47438.28
32,22.3559,143,18,19813.51
42,50.0886,84,2,550.38
70,76.9081,91,24,10189.92
26,54.5889,48,34,17376.04
17,7.3415,232,0,0
5728,4870.6752,118,5406,1138395.48
510,382.5934,133,225,65918.25
83,108.7068,76,70,33022.5
32,60.2961,53,19,14938.75
19,14.7633,129,24,26418
21,56.09,37,70,19263.29
246.5,176.9633,139,134,56893.72
58.1666,60.7757,96,58.9999,30152.49
21,10.792,195,12.5,11793.75
5683.4281,7987.9074,71,4518.3284,951469.6
984.4599,1479.361,67,441.4881,129342.76
212.9987,314.6776,68,203.4984,96000.42
92.1655,124.9336,74,88.3326,69451.55
33,25.3086,130,31,34123.26
784,728.618,108,779,162086.53
61,60.2249,101,63,22785.84
90,136.3835,66,88,121774.4
7,15.0482,47,8,6182.48
600,372.801,161,498,166411.68
30,36.5863,82,45,8845.2
20,16.5093,121,0,0
1157.1,827.975,140,1083.23,225387.66
12,27.1012,44,9,3255.12
75.92,100.0146,76,74.2,102677.96
52.08,46.8166,111,50.94,39366.94
0,22.8034,0,5,1670.8
0,20.1225,0,0,0
0,4.1273,0,0,0
557.7,728.618,77,782.43,162800.21
30,21.0787,142,8,2893.44
59.12,90.9224,65,93.6,129523.68
31.48,41.8005,75,34.74,26847.42
20,25.8417,77,0,0
0,18.2932,0,0,0
0,4.1273,0,0,0
811.2,1026.689,79,666.34,138645.36
28,42.1574,66,29,10488.72
83.96,127.2913,66,84.2,116515.96
73.44,63.5368,116,73.32,56662.42
115,78.3496,147,215,71844.4
178,16.4639,1081,110,21621.6
13,2.7515,472,60,11793.6
1330.92,1219.8832,109,1215.44,252896.6
44.32,78.5,56,82.76,29932.64
336.12,293.3121,115,295.08,408331.7
119.28,116.5638,102,122.32,94530.12
300,390.0197,77,410,137005.6
20,100.0951,20,40,7862.4
0,54.7689,0,0,0
1711,1501.3947,114,1659,345188.13
30,50.4643,59,35,12658.8
148,128.8795,115,133,184045.4
48,72.6135,66,76,58733.56
200,388.689,51,200,66832
110,56.4476,195,120,23587.2
0,0.5141,0,0,0
1170,1157.3251,101,1175,244482.25
19,42.0536,45,21,7595.28
175,159.9884,109,171,236629.8
125,107.0093,117,73,56415.13
500,535.711,93,810,270669.6
0,60.405,0,0,0
0,1.0281,0,0,0
1359.92,1251.1623,109,1308.44,272247.11
68.32,89.7143,76,58.76,21252.32
247.12,222.2061,111,238.08,329455.1
68.28,57.3264,119,65.32,50479.95
0,8.002,0,0,0
0,1.4412,0,0,0
0,0.5983,0,0,0
1348,1126.046,120,1402,291714.14
21,19.625,107,25,9042
65,84.4383,77,69,95482.2
24,28.6632,84,18,13910.58
100,100.0738,100,0,0
0,1.4039,0,0,0
0,0.5141,0,0,0
1465,1338.8663,109,1379.5,287032.56
89,55.8408,159,76,27487.68
105,99.0821,106,101,139763.8
18,68.7917,26,34,26275.54
350,257.8054,136,370,123639.2
144,163.5846,88,144,28304.64
194,33.8997,572,100,19656
935,826.0124,113,897,186638.79
83,66.2716,125,102,36891.36
163,152.5864,107,158,218640.4
16,35.6698,45,40,30912.4
130,62.9072,207,60,20049.6
0,9.494,0,0,0
50,29.336,170,30,5896.8
1060,830.5509,128,1053,219097.71
63,89.1395,71,72,26040.96
95,82.7335,115,89,123158.2
5,3.8218,131,0,0
50,183.8277,27,10,3341.6
30,29.3843,102,30,5896.8
10,18.3808,54,10,1965.6
1672,1543.1001,108,1569.5,326565.86
137,79.4889,172,80,28934.4
177,161.0084,110,159,220024.2
16,19.1088,84,18,13910.58
50,225.9303,22,202,67500.32
0,17.3299,0,0,0
2,28.4453,7,0,0
912,1056.1281,86,701,145857.07
5,16.4061,30,27,9765.36
62,75.4772,82,51,70573.8
0,4.0225,0,2,1545.62
200,292.4497,68,185,61819.6
25,29.3157,85,34,6683.04
25,29.145,86,64,12579.84
969.76,1131.5659,86,570.953,118798.18
7.92,44.2964,18,5.56,2010.94
151.512,113.2158,134,125.986,174339.43
163.408,145.3341,112,132.584,102462.24
0,34.0264,0,0,0
0,0.8492,0,0,0
0,1.1053,0,0,0
1152.53,1056.1281,109,740.563,154088.94
143.4,73.8274,194,192.7,69695.74
160.33,156.3457,103,145.201,200929.15
292.478,250.3698,117,240.664,185987.54
-1,170.5546,-1,0,0
19,5.3332,356,10,1965.6
0,1.1504,0,0,0
499.08,779.5232,64,418.635,87105.38
0.4,16.4061,2,0.95,343.6
71.376,86.2597,83,67.435,93316.56
130.16,104.6121,124,120.03,92760.38
0,40.0143,0,0,0
0,0.549,0,0,0
0,2.5093,0,0,0
263.28,1005.8363,26,282.36,58750.64
1.4,13.1249,11,0.95,343.6
32.576,107.8246,30,49.985,69169.25
126.36,108.7359,116,102.83,79468.06
0,1.1966,0,0,0
0,0.5851,0,0,0
0,0.7834,0,0,0
636.05,539.7171,118,324.309,67478.97
20.56,12.2111,168,5.33,1927.75
81.42,83.1124,98,54.968,76064.72
120.224,101.2382,119,109.602,84701.52
0,12.0315,0,0,0
0,6.4356,0,0,0
0,0.6112,0,0,0
639.51,1187.3775,54,359.97,74898.95
0.56,19.8431,3,2.33,842.71
43.56,107.2418,41,38.99,53954.36
57.14,59.0386,97,46.41,35866.11
-4,178.0842,-2,0,0
0,1.1208,0,0,0
0,0.8142,0,0,0
439.91,1889.0097,23,421.1958,87638.21
1.56,53.4236,3,3.33,1204.39
69.6844,168.9058,41,48.3576,66917.24
75.7348,61.0619,124,61.9724,47892.89
0,36.9977,0,0,0
0,29.6668,0,0,0
0,6.8738,0,0,0
314.04,1025.4624,31,358.1342,74516.98
2.56,54.95,5,1.33,481.03
33.3016,85.7934,39,32.9174,45551.1
62.9352,58.0362,108,27.2676,21072.67
0,220.6836,0,0,0
0,2.3363,0,0,0
0,0.6109,0,0,0
234,755.6039,31,245,50977.15
-1,12.2111,-8,1,361.68
83,91.1555,91,75,103785
9,23.1812,39,14,10819.34
0,205.782,0,0,0
0,3.178,0,0,0
0,0.6606,0,0,0
1261,2565.9171,49,2576,535988.32
4,56.8115,7,2,723.36
113,105.2615,107,107,148066.6
93,76.3609,122,75,57960.75
1000,297.9938,336,1000,334160
0,0.1397,0,0,0
0,1.4315,0,0,0
1139.5,2609.854,44,2666.5,554818.65
238,53.953,441,6,2170.08
114,103.2307,110,107.5,148758.5
121,153.1114,79,108.5,83849.88
1020,288.5241,354,485,162067.6
0,7.0603,0,0,0
0,9.5494,0,0,0
1303,1203.8721,108,464,96544.48
42,24.8327,169,51,18445.68
72,42.3077,170,19,26292.2
10,11.6879,86,13,10046.53
10,26.562,38,20,6683.2
20,15.4263,130,20,3931.2
0,2.3614,0,0,0
1261.5,2407.7441,52,2364.5,491981.51
41,43.0552,95,16,5786.88
90,87.6615,103,88.5,122466.3
149,148.4362,100,126.5,97760.46
0,34.6089,0,0,0
0,19.495,0,0,0
0,2.7242,0,0,0
1293,1130.6326,114,1174,244274.18
107,78.6661,136,95,34359.6
65,86.0676,76,92,127309.6
3,2.8227,106,0,0
185,102.0536,181,160,53465.6
85,264.9164,32,253,49729.68
270,183.5708,147,157,30859.92
1525,1256.2584,121,1734.5,360897.4
200,144.549,138,196.5,71070.12
91.5,70.419,130,70,96866
28.5,29.0742,98,27.5,21252.27
706,421.3942,168,600,200496
0,10.8101,0,0,0
144,105.7219,136,96,18869.76
1232,1148.5791,107,1008.5,209838.58
68,55.7218,122,382.5,138342.6
101.5,67.3573,151,57,78876.6
41.5,48.6922,85,53.5,41345.33
500,745.4358,67,502,167748.32
0,1.9457,0,0,0
50,34.0422,147,0,0
347,2446.7128,14,418,86973.26
101,48.8385,207,75,27126
42,116.3444,36,54,74725.2
95,60.5477,157,59,45595.79
1000,9.3897,10650,0,0
0,1.1289,0,0,0
0,1.5812,0,0,0
1000.548,1354.8123,74,540.756,112515.1
8,39.6874,20,32,11573.76
53.104,52.0643,102,44.572,61678.73
26.033,48.5334,54,33.979,26259.31
0,106.6788,0,0,0
0,0.2117,0,0,0
0,4.2411,0,0,0
1244,1163.4839,107,1186,246771.02
88,76.54,115,96,34721.28
23,37.0235,62,14,19373.2
2.105,9.6296,22,4.975,3844.73
715,758.789,94,1050,350868
0,1.654,0,0,0
350,167.6818,209,-360,-70761.6
456.548,1173.826,39,1171.756,243807.27
129,116.2274,111,53,19169.04
28.104,62.4772,45,65.572,90738.53
28.033,78.9631,36,12.979,10030.3
80,249.3892,32,1090,364234.4
0,1.6302,0,0,0
0,7.0944,0,0,0
715.548,692.9193,103,722.756,150383.84
70,19.8437,353,20,7233.6
82.104,46.2794,177,50.572,69981.53
11.458,36.5927,31,23.354,18048.2
0,10.7575,0,0,0
0,0.2117,0,0,0
0,9.9157,0,0,0
127.548,785.998,16,145.756,30327.45
2,31.183,6,0,0
8.104,33.5526,24,4.572,6326.73
16.033,18.8741,85,19.979,15439.97
0,15.4087,0,0,0
0,0.9525,0,0,0
0,25.1601,0,0,0
1187.548,1627.6945,73,801.756,166821.37
0,14.8311,0,54,19530.72
81.104,95.2527,85,102.072,141247.23
156.033,169.2759,92,143.979,111268.41
0,70.9138,0,0,0
-2,0.0988,-2025,0,0
0,0.178,0,0,0
790,1324.8676,60,1341,279021.87
40,110.1739,36,2,723.36
32,59.5329,54,72,99633.6
7.105,23.045,31,21.975,16982.5
22,282.6342,8,502,167748.32
20,33.8445,59,0,0
33,68.6598,48,13,2555.28
832.548,1589.8411,52,880.756,183258.9
52,78.393,66,42,15190.56
40.104,48.3067,83,39.572,54759.73
7.033,10.475,67,7.979,6166.25
611,9.8636,6195,1110,370917.6
0,0.0917,0,0,0
0,2.2425,0,0,0
1615.548,1362.721,119,1550.756,322665.8
36,169.4983,21,39,14105.52
114.104,49.3273,231,74.572,103192.73
15.033,20.95,72,6.979,5393.44
10,92.1074,11,0,0
120,85.2329,141,98,19262.88
-97,12.0193,-807,100,19656
1330.548,923.622,144,1044.756,217382.38
9,23.7298,38,23,8318.64
102.104,59.5329,172,64.572,89354.73
50.033,144.9739,35,164.979,127497.42
0,67.7228,0,0,0
0,1.1309,0,0,0
0,0.178,0,0,0
867.548,741.9259,117,824.756,171606.98
56,27.1197,206,63,22785.84
42.104,28.2356,149,32.572,45073.13
42.033,50.28,84,28.979,22395.26
0,6.0528,0,0,0
0,0.4516,0,0,0
0,0.9506,0,0,0
1210.548,1332.7087,91,1086.756,226121.32
26,47.8316,54,50,18084
169.104,107.237,158,151.572,209745.33
14.033,35.4077,40,18.979,14667.16
200,294.1668,68,200,66832
0,1.2489,0,0,0
0,2.9053,0,0,0
1190.986,942.9543,126,896.742,186585.11
63,46.5175,135,12,4340.16
80.828,71.4913,113,69.054,95556.93
187.501,124.2548,151,108.453,83813.56
0,90.2295,0,1000,334160
0,0.8565,0,0,0
0,1.2521,0,0,0
3025.548,2671.7037,113,2875.756,598358.55
19,93.0351,20,98,35444.64
218.104,185.8774,117,194.572,269248.73
60.033,62.2913,96,54.979,42488.32
1000,1098.9088,91,1350,451116
0,1.4933,0,0,0
0,12.6132,0,0,0
1242.986,1338.995,93,1490.942,311254.38
82,75.4267,109,41,14828.88
156.028,112.0031,137,88.154,121987.51
95.501,105.8952,90,78.453,60629.26
6,412.0955,1,2,668.32
0,2.2265,0,0,0
0,1.3999,0,0,0
1960,1660.0959,118,1803,375150.2
81,26.9344,301,10,3616.8
184.5,160.9112,115,191.5,264997.7
48.5,42.3766,114,31.5,24343.47
500,222.0282,225,500,167080
0,1.7957,0,0,0
0,10.3661,0,0,0
1696,1498.3069,113,1594.5,331767.6
101,72.307,140,100,36168
266,234.0526,114,270,373626
132,99.9155,132,126,97374.06
0,187.5755,0,0,0
0,6.0872,0,0,0
0,5.7722,0,0,0
1481,1301.3464,114,1299,270282.92
18,27.1151,66,31,11212.08
98.5,149.2085,66,156.5,216564.7
79.5,102.2482,78,79.5,61438.35
500,107.186,466,500,167080
0,0.5986,0,0,0
0,1.4343,0,0,0
1647,1512.3755,109,1688.5,351326.18
0,30.9112,0,0,0
304,247.7057,123,297,410988.6
124,101.8594,122,105,81145.05
30,225.8562,13,60,20049.6
114,10.803,1055,60,11793.6
30,2.6791,1120,30,5896.8
197,1062.18,19,270,56178.9
9,23.4998,38,2,723.36
82,183.3412,45,78,107936.4
14,42.3766,33,17,13137.77
0,22.9684,0,0,0
12,12.0984,99,0,0
0,1.255,0,0,0
698,540.6695,129,534,111109.38
34,70.0907,49,12,4340.16
111,76.1001,146,104,143915.2
39,81.7187,48,89,68780.09
2,92.8039,2,4,1336.64
0,17.7408,0,0,0
2,24.1059,8,0,0
648,637.881,102,596,124009.72
16,16.1285,99,16,5786.88
109,96.5789,113,102,141147.6
18,24.3194,74,20,15456.2
0,7.1031,0,7,2339.12
0,6.8328,0,0,0
0,8.9732,0,6,1179.36
753,1379.3784,55,1296,269658.72
140,94.5483,148,152,54975.36
255,189.5453,135,206,285062.8
39,71.3191,55,79,61051.99
300,117.8778,255,0,0
0,1.2711,0,0,0
0,5.4846,0,0,0
1152,1020.8386,113,1086,225964.02
37,130.7717,28,53,19169.04
165,149.1065,111,228,315506.4
50,42.4424,118,42,32458.02
1070,131.1908,816,50,16708
-1,16.2032,-6,0,0
495,436.055,114,412,80982.72
1914,1648.8,116,1548.5,322196.4
22,42.252,52,8,2893.44
372.5,293.4621,127,375.5,519616.9
59.04,109.826,54,49.88,38547.75
0,196.4023,0,981.5,327978.04
0,21.0977,0,0,0
82,47.191,174,50,9828
280,1419.2505,20,292,60756.44
11,16.6753,66,5,1808.4
52,160.8839,32,52,71957.6
47.98,81.128,59,29.31,22651.06
0,170.2526,0,0,0
0,3.8772,0,0,0
0,3.3584,0,0,0
2400,1480.7949,162,329.5,68559.07
4,81.4522,5,4,1446.72
247.5,190.6544,130,136.5,188888.7
48.98,110.7469,44,39.81,30765.55
0,236.3359,0,1081.5,361394.04
182,136.9657,133,102,20049.12
0,99.267,0,6,1179.36
2272,2078.9438,109,2123,441732.61
33,32.5599,101,38,13743.84
161,238.8756,67,249,344566.2
79,106.7841,74,69,53323.89
407,196.4089,207,0,0
201,179.4959,112,196,38525.76
288,37.673,764,120,23587.2
1145.4,957.0213,120,1146.3,238510.61
75.3,99.4259,76,86.7,31357.66
108.6,92.0445,118,90.2,124818.76
44.1,87.2168,51,54.1,41809
0,7.1306,0,0,0
0,38.0463,0,0,0
0,0.9502,0,0,0
1018.6,944.9701,108,926.7,192818.45
25.7,82.4998,31,79.3,28681.22
96.4,84.0958,115,86.8,120113.84
13.9,38.5935,36,18.9,14606.08
200,144.1084,139,200,66832
0,3.2655,0,0,0
0,1.3861,0,0,0
1102,1485.6065,74,1504,312937.28
40,56.6657,71,50,18084
243,239.7741,101,258,357020.4
20,31.6795,63,27,20865.87
530,179.9748,294,0,0
0,5.3334,0,0,0
0,55.6583,0,0,0
250,234.1016,107,110,22887.7
0,95.2611,0,130,47018.4
60,58.926,102,0,0
0,11.2749,0,0,0
300,116.0696,258,450,150372
0,0.9966,0,0,0
0,83.2971,0,0,0
350,286.1242,122,280,58259.6
10,87.9333,11,0,0
150,93.3376,161,180,249084
20,26.6877,75,40,30912.4
550,450.1235,122,400,133664
0,2.3255,0,0,0
280,158.8457,176,140,27518.4
2294,2204.0745,104,2120,441108.4
122,63.5074,192,124,44848.32
182,169.8325,107,182,251851.6
61,76.8741,79,49,37867.69
52,119.5547,43,70,23391.2
10,47.447,21,20,3931.2
0,31.4786,0,0,0
1408,1381.6587,102,796.33,165692.38
1,39.0815,3,8,2893.44
133.29,128.8385,103,84.65,117138.67
77,194.2083,40,83.98,64900.58
500,185.3098,270,0,0
0,2.8387,0,0,0
0,12.1071,0,0,0
1863,1710.625,109,1822.33,379172.2
76,68.3926,111,84,30381.12
168.29,158.12,106,165.65,229226.47
83,80.9201,103,49.98,38625.04
0,89.666,0,0,0
0,16.2212,0,0,0
0,48.4286,0,0,0
1492,1282.9688,116,610.34,126993.44
4,73.2777,5,10,3616.8
83.42,128.8385,65,78.7,108905.06
33,52.5981,63,14.04,10850.25
600,203.243,295,5,1670.8
30,14.5991,205,5,982.8
0,29.0571,0,0,0
1751,1724.7935,102,1712,356215.84
17,39.0448,44,35,12658.8
224,197.4174,113,204,282295.2
143,112.7487,127,140,108193.4
50,218.3565,23,0,0
0,12.1201,0,3,589.68
0,9.4198,0,0,0
1908,1849.7089,103,2081,432993.67
131,159.8309,82,23,8318.64
273,208.2582,131,204,282295.2
184,219.6512,84,144,111284.64
80,212.7736,38,40,13366.4
49,34.0416,144,50,9828
552,141.1012,391,558,109680.48
520,490.0528,106,0,0
40,53.9324,74,0,0
81,76.4564,106,30,41514
0,32.9894,0,0,0
500,152.6014,328,500,167080
0,3.0037,0,10,1965.6
0,45.5292,0,100,19656
802,739.8836,108,846,176027.22
11,28.0898,39,27,9765.36
97,88.4384,110,57,78876.6
62,52.1985,119,28,21638.68
21,36.5995,57,0,0
0,3.5306,0,30,5896.8
0,0.1962,0,0,0
1533,1358.7075,113,1512,314601.84
121,104.6406,116,103,37253.04
85,85.3547,100,75,103785
17,15.4138,110,13,10046.53
46,177.7373,26,50,16708
55,26.6179,207,20,3931.2
67,39.4926,170,40,7862.4
1058,1460.6106,72,669,139198.83
165,280.5804,59,213,77037.84
260,178.7341,145,144,199267.2
29,61.9329,47,26,20093.06
91,231.0113,39,125,41770
20,15.4734,129,0,0
80,171.781,47,50,9828
608,577.4507,105,409,85100.63
153,127.7231,120,91,32912.88
167,100.6747,166,97,134228.6
44,61.5163,72,76,58733.56
84,62.7031,134,139,46448.24
100,50.0121,200,100,19656
50,20.582,243,99,19459.44
2608.0956,2202.716,118,909.3408,189206.53
236.0262,171.1467,138,176,63655.68
416.684,161.3181,258,495.021,685010.08
80.6614,123.5982,65,52.6612,40697.1
999.4,1606.7695,62,850,284036
355,311.2603,114,576,113218.56
1079,451.5912,239,722,141916.32
2851.9372,2130.4958,134,1072.3296,223119.63
397.9869,196.5018,203,216,78122.88
217.658,141.7644,154,410.9895,568727.26
88.6593,84.7134,105,60.6594,46878.2
583.3,1442.4004,40,804,268664.64
252,121.3797,208,450,88452
1097,337.5988,325,668,131302.08
639,938.8626,68,671,139614.97
91,161.6386,56,23,8318.64
89,97.7686,91,103,142531.4
5,29.1636,17,0,0
11,413.6774,3,31,10358.96
51,88.1696,58,40,7862.4
112,111.6305,100,20,3931.2
1136.9672,1949.9453,58,464.3296,96613.07
132.9869,104.5897,127,3,1085.04
130.658,87.9917,148,153.9895,213090.66
13.6793,40.2736,34,27.6794,21390.93
333.3,1304.3685,26,0,0
0,46.7122,0,3,589.68
0,141.0522,0,3,589.68
1065,1470.547,72,1079,224507.53
287,108.5321,264,83,30019.44
152,138.3786,110,143,197883.4
11,59.5683,18,40,30912.4
2350,1632.344,144,2040,681686.4
0,160.0307,0,500,98280
60,34.2309,175,0,0
1225,1568.5835,78,967,201203.69
120,100.4927,119,71,25679.28
116,132.8435,87,77,106552.6
67,63.8231,105,36,27821.16
1157,1632.344,71,1530,511264.8
130,28.7689,452,80,15724.8
600,350.0569,171,670,131695.2
2130.8,1519.5652,140,1381.6,287469.51
178,160.7883,111,68,24594.24
227.6,199.2652,114,200,276760
120.6,59.5683,202,56.8,43895.61
1540,1530.3225,101,1872,625547.52
795,601.1487,132,596,117149.76
25,244.5704,10,700,137592
193.2,343.1276,56,155.4,32334.08
1,32.1577,3,0,0
74.4,83.0272,90,92,127309.6
11.4,29.7841,38,8.2,6337.04
0,306.0645,0,0,0
49,14.7576,332,0,0
0,9.3285,0,0,0
1016,1517.6045,67,870,181020.9
256,204.0774,125,211,76314.48
234,163.3534,143,207,286446.6
10,19.0878,52,14,10819.34
2218,1338.9458,166,1275,426054
0,22.1341,0,13,2555.28
60,407.0573,15,600,117936
1581,1433.2932,110,1409,293170.63
112,102.0387,110,107,38699.76
436,421.2798,103,455,629629
34,45.2081,75,49,37867.69
1000,413.6952,242,1000,334160
25,80.7302,31,0,0
25,67.7743,37,1,196.56
1127,1264.6704,89,434,90302.38
264,204.0774,129,145,52443.6
243,275.1215,88,250,345950
41,36.1664,113,19,14683.39
296,1688.7321,18,70,23391.2
0,49.8194,0,0,0
296,524.06,56,6,1179.36
1277,1066.5247,120,1120,233038.4
25,43.5935,57,31,11212.08
153,135.5173,113,139,192348.2
37,69.5753,53,42,32458.02
0,78.542,0,470,157055.2
0,2.5528,0,0,0
80,96.2994,83,60,11793.6
4754,4234.4979,112,4769.5,992389.87
340,121.6826,279,135,48826.8
805,201.9117,399,488.5,675986.3
50.5,46.3835,109,53,40958.93
100,165.2797,61,500,167080
100,76.5841,131,88,17297.28
0,153.6204,0,330,64864.8
1416,1248.2289,113,1349,280686.43
146,163.0017,90,354,128034.72
85,73.2157,116,105,145299
18,29.5168,61,36,27821.16
2,196.6965,1,150,50124
0,2.6474,0,6,1179.36
-1,153.6204,-1,87,17100.72
1482,1350.9312,110,1030.5,214416.14
86,50.7959,169,10,3616.8
42,44.1113,95,-8.5,-11762.3
88.5,65.3586,135,76,58733.56
0,242.4557,0,1100,367576
0,12.764,0,50,9828
0,55.0282,0,100,19656
1434,1845.2569,78,1292,268826.44
546,194.8962,280,106,38338.08
82,77.5162,106,50,69190
13,13.5238,96,8,6182.48
900,1243.2977,72,50,16708
0,29.1566,0,0,0
1000,541.0591,185,2379,467616.24
3250,2848.3197,114,3191,663951.34
250,371.2308,67,745,269451.6
159,120.6787,132,102,141147.6
111,38.0356,292,78,60279.17
100,269.4729,37,57,19047.12
109,341.5491,32,388,76265.28
556,506.3758,110,444,87272.64
3030,2507.6569,121,3203,666448.18
49,88.1673,56,47,16998.96
100,75.7545,132,101,139763.8
14,61.7023,23,11,8500.9
108,52.7092,205,0,0
0,33.3219,0,30,5896.8
0,60.1177,0,15,2948.4
1233,2261.6226,55,1585,329790.95
126,273.7827,46,238,86079.84
124,166.4837,74,138,190964.4
37,55.7856,66,48,37094.88
10,550.6197,2,540,180446.4
0,12.4957,0,0,0
0,48.5566,0,15,2948.4
2047.1,6060.4782,34,1718.16,357497.59
146.8,110.1018,133,78.5,28391.88
135.48,141.3566,96,91.99,127295.76
65.83,63.258,104,54,41731.69
1020,1596.1319,64,2644,883519.04
0,18.3618,0,0,0
500,803.1535,62,2076,408058.56
2828,2468.2675,115,1065,221594.55
288,234.3946,123,35,12658.8
77,64.0827,120,44,60887.2
16,46.1264,35,17,13137.77
1110,1022.9254,109,30,10024.8
50,65.0318,77,0,0
1000,818.4938,122,84,16511.04
6988.1,5862.1353,119,1792.14,372890.61
188.8,335.2222,56,68.5,24775.08
124.48,227.6124,55,90.99,125911.96
82.83,85.6826,97,59,45595.74
2799,1597.256,175,1597,533653.52
0,11.3448,0,0,0
528,1154.0574,46,576,113218.56
5467.8,7647.2216,72,3317.7,690313.84
95.4,127.0922,75,108,39061.44
177.04,269.1182,66,183.02,253263.08
125.34,97.9545,128,103,79599.43
1011,1837.771,55,3200,1069312
0,15.8826,0,0,0
280,1500.9943,19,1126,221326.56
194.86,275.6211,71,155.8,33074.78
123,109.89,112,77,20584.41
78.77,47.9327,164,146.69,18453.6
115.27,103.4692,111,60.06,10152.56
203.02,162.7545,125,227.66,35799.54
230.42,140.553,164,126.93,51179.44
1396.12,1317.966,106,1517.7,150586.19
5419.14,6031.1295,90,6168.42,799982.39
197.28,184.9806,107,55.4,11760.87
79,68.31,116,72,19247.76
67.46,87.7733,77,178.62,22470.39
71.46,64.1572,111,90.88,15362.35
168.96,129.8855,130,273.68,43036.21
336.16,198.7821,169,137.14,55296.21
1000.76,1004.679,100,1174.6,116543.82
4376.72,5066.1488,86,4810.16,623829.64
516,247.874,208,388,82368.52
49,54.054,91,75,20049.75
304,263.2296,115,474,59629.2
13,15.7248,83,3,507.12
63,66.7983,94,78,12265.5
685,418.6472,164,540,217733.4
653,583.362,112,1014,100609.08
2426,2412.4518,101,2408,312293.52
105.86,97.1148,109,42.8,9086.01
51,25.245,202,26,6950.58
116.77,83.7635,139,204.69,25750
72.27,105.3562,69,87.06,14716.64
303.02,107.6194,282,396.66,62374.79
203.42,135.5333,150,122.93,49566.6
1000.12,1010.0805,99,1039.7,103159.03
4525.14,5131.9429,88,4938.42,640463.69
126,119.3125,106,71,15072.59
31,39.501,78,32,8554.56
135,118.4609,114,184,23147.2
7,25.7887,27,3,507.12
23,63.0873,36,40,6290
54,110.4345,49,75,30240.75
1650,1485.4125,111,1656,164308.32
3557,3289.707,108,3197,414618.93
121,147.3293,82,110,23351.9
96,65.772,146,91,24327.03
84,83.2085,101,148,18618.4
23,22.8926,100,4,676.16
89,73.9054,120,127,19970.75
239,164.025,146,167,67336.07
1887,1463.35,129,2194,217688.68
6236,6207.2088,100,5868,761020.92
103,99.9734,103,66,14011.14
66,35.64,185,36,9623.88
85,55.9632,152,123,15473.4
8,18.8228,43,4,676.16
29,55.4291,52,37,5818.25
102,85.293,120,31,12499.51
1154,966.8563,119,1295,128489.9
3718,3891.4424,96,4013,520445.97
221,145.5754,152,224,47552.96
38,34.344,111,50,13366.5
242,74.7403,324,347,43652.6
30,44.5982,67,63,10649.52
74.5,81.1987,92,174,27361.5
219,118.098,185,167,67336.07
978.5,783.9375,125,1092,108348.24
5904.5,4894.1454,121,4835,627051.15
199,175.392,113,192,40759.68
26,68.364,38,81,21653.73
146,88.363,165,157,19750.6
46,52.5683,88,74,12508.96
178.5,102.5924,174,277,43558.25
172,190.269,90,125,50401.25
1210.5,1045.25,116,1337,132657.14
4540.5,4822.5238,94,4505,584253.45
68,308.6899,22,8,1698.32
34,119.88,28,3,801.99
26,65.904,39,92,11573.6
1,30.6931,3,3,507.12
65,173.0943,38,56,8806
51,98.415,52,33,13305.93
932,966.8563,96,1155,114599.1
3147,4058.5596,78,3040,394257.6
338,175.392,193,283,60078.07
155,105.3,147,165,44109.45
104,37.1725,280,170,21386
55,13.566,405,74,12508.96
47,31.0758,151,92,14467
315,89.424,352,170,68545.7
647,628.845,103,893,88603.46
2475,3376.0872,73,2466,319815.54
164,128.6208,128,157,33329.53
60,62.1,97,63,16841.79
82,46.4657,176,98,12328.4
45,31.92,141,44,7437.76
8,17.7576,45,29,4560.25
96,85.536,112,69,27821.49
448,426.7163,105,451,44748.22
1492,1559.9851,96,1537,199333.53
16,99.3888,16,29,6156.41
14,37.8,37,15,4009.95
53,83.6382,63,85,10693
3,20.748,14,2,338.08
57,41.8572,136,59,9277.75
34,143.856,24,55,22176.55
